bairro;localizacao;preco;quartos;m2;corretora;data_anuncio;pm2
Noroeste ;SQNW 111 BLOCO J SCENARIO 3QTOS LINDO E FRENTE PARA PARQUE UN;1070000;3;114;9669;20/12/2013;9.386
Noroeste ;SQNW 309 BLOCO I RIVIERA 4 QTOS JOIA RARA PRONTO E LAZER COMP;1070000;4;115;9669;29/01/2014;9.304
Noroeste ;SQNW 109 REAL EVOLUTION 3? ANDAR 3QT 2 VG NOVOS DESCONTOS;1072000;3;106;15034;05/01/2014;10.113
Noroeste ;SQNW 309 ****DE CANTO, BOM E BARATO*****;1073000;4;115;8510;29/01/2014;9.330
Noroeste ;SQNW 309 BLOCO H - ED. PIGOT - PRONTO PARA MORAR;1073818,55;3;100;8714;06/01/2014;10.738
Noroeste ;SQNW 309 RIVIERA NOROESTE, CANTO E NASCENTE, 2 VGS 9658-7484;1074000;4;114,1;18456;29/01/2014;9.413
Noroeste ;SQNW ***4 QTOS PELO PRE?O DE 3 QTOS***DE CANTO***BARATO;1074000;3;115;8510;29/01/2014;9.339
Noroeste ;SQNW 309 RIVIERA O 4 QUARTOS MAIS BARATO DO NOROESTE! PRONTO!;1074000;4;114,1;13766;27/01/2014;9.413
Noroeste ;SQNW 309 BLOCO I 4 QTOS-ALTO PADR?O ACABAMENTO!!!;1074760;4;114,1;18574;10/12/2013;9.419
Noroeste ;SQNW 309 BLOCO I 4 QTOS C/ STE, CANTO 2 VGS E FACILITAMOS!;1074766,5;4;114;7083;21/01/2014;9.428
Noroeste ;SQNW RIVIERA NOROESTE/ UNID CANTO/PRONTO!!!;1074767;4;114,1;10803;09/01/2014;9.420
Asa Sul ;SQS 102 VAZADO ACEITA IMOVEL DE MENOR VALOR;1075000;3;115;10584;29/01/2014;9.348
Noroeste ;SQNW 309 BLOCO H PIGOT / REGENT  / SANCY;1075000;4;127;16381;28/01/2014;8.465
Sudoeste ;SQSW 104 FEROLA EXCLUSIVO VISTA 9126-9022;1075000;3;98;11476;28/01/2014;10.969
Noroeste ;SQNW 309 ;1075000;4;114,1;16865;22/01/2014;9.422
Noroeste ;SQNW RESIDENCIAL PIGOT - UNID. 408! OPORTUNIDADE!;1076000;3;100,31;15026;22/01/2014;10.727
Asa Sul ;SQS 306 IMPERD?VEL 3 QUARTOS EXCTE PRE?O!!!;1077000;3;160;7037;27/01/2014;6.731
Noroeste ;SQNW 109- REAL EVOLUTION/3? ANDAR/PRONTO!!;1077642;3;107,32;10803;09/01/2014;10.041
Noroeste ;SQNW 311 BLOCO B ;1078000;3;113;21020;30/12/2013;9.540
Noroeste ;SQNW 311 BLOCO B MONTPARNASSE NOROESTE 2 E 3 QTOS PRONTO MORA;1078000;3;115;9669;11/01/2014;9.374
Asa Norte ;SQN 305 IMPERD?VEL ! 03 QTOS(STE) DCE EXCTE PRE?O R$$;1079000;3;114,9;7037;27/01/2014;9.391
Asa Norte ;SQN 214 IMPERD?VEL EXCELENTE APARTAMENTO 3 QUARTOS;1079000;3;102;7037;06/12/2013;10.578
Noroeste ;SQNW 309 RESIDENCIAL PIGOT - APARTAMENTOS DE 2 E 3 QUARTOS;1079736,84;3;100,31;303164;27/01/2014;10.764
Noroeste ;SQNW 110 VIVERDE MELHOR PLANTA 3 QTS 2 VG 8419-6306;1080000;3;105;12068;30/01/2014;10.286
Asa Sul ;SQS 110 ;1080000;3;99;17001;29/01/2014;10.909
Asa Norte ;CONDOMINIO COMPLEXO ILHAS DO LAGO ACEITA PROPOSTA - 8156-8764;1080000;2;75;12180;29/01/2014;14.400
Sudoeste ;SQSW 504 BLOCO B ;1080000;3;103;14522;29/01/2014;10.485
Asa Sul ;SQS 110 ;1080000;3;99;17001;28/01/2014;10.909
Sudoeste ;SQSW 105 FEROLA VENDE EXCLUSIVO 9126-9022;1080000;3;94,37;11476;28/01/2014;11.444
Asa Sul ;SQS 106 ;1080000;3;135;2146;21/01/2014;8.000
Sudoeste ;CCSW 02 UNIQUE!!! ESPETACULAR!;1080000;2;92;11983;16/01/2014;11.739
Asa Norte ;SQN 310 BLOCO L OPORTUNIDADE - ?TIMO APARTAMENTO NO LA RESIDE;1080000;3;94,25;21108;15/01/2014;11.459
Sudoeste ;SQSW 100 BLOCO B ;1080000;3;108;11586;14/01/2014;10.000
Asa Norte ;SQN 314 OPORTUNIDADE! BLOCO REFORMADO, COBERTURA COM BELA VIS;1080000;3;127;10075;14/01/2014;8.504
Sudoeste ;SQSW 101 ;1080000;3;97;21048;12/01/2014;11.134
Sudoeste ;SQSW 305 COBERTURA COLETIVA!!!;1080000;3;105;9025;07/01/2014;10.286
Asa Norte ;SQN 315 BLOCO A ;1080000;2;120;4898;03/01/2014;9.000
Asa Norte ;SQN 112 2QUARTOS+ESCRIT?RIO 131M2;1080000;3;132;6996;23/12/2013;8.182
Sudoeste ;SQSW 306 PROJETO DE ARQUITETO! ANDAR ALTO, NASCENTE, CANTO;1080000;3;110;7550;22/12/2013;9.818
Asa Norte ;SQN 316 BLOCO F VAZADO MEIO DE QUADRA;1080000;3;128,06;3832;17/12/2013;8.434
Sudoeste ;CCSW 02 BEL?SSIMO! TODO PROJETADO, NASCENTE, ANDAR ALTO!;1080000;2;95;12873;08/12/2013;11.368
Asa Sul ;SQS 302 VISTA LINDA IP?S;1080000;3;115;1273;04/12/2013;9.391
Noroeste ;SQNW 107 BLOCO C VIA PRESTIGE OPORTUNIDADE 4? ANDAR;1080000;3;115;18208;28/01/2014;9.391
Noroeste ;SQNW 309 BLOCO A ;1080000;3;127,24;20989;20/01/2014;8.488
Sudoeste ;CLSW 100 OPORTUNIDADE! 103M3 QTS,1STE,1VG, REF. NASC.99891251;1085000;3;103,62;10141;26/01/2014;10.471
Noroeste ;SQNW 309 BLOCO I RIVIERA 4? ANDAR,  4 QTS  PRONTO, NASCENTE;1089000;4;119,06;14688;30/12/2013;9.147
Asa Sul ;SQS 102 ;1090000;3;112;17001;29/01/2014;9.732
Asa Norte ;SQN 309 A FEROLA VENDE EXCLUSIVO CANTO VISTA 9126-9022;1090000;3;110;11476;29/01/2014;9.909
Sudoeste ;SQSW 100 ANDAR ALTO, VISTA LIVRE!!! 8406-4109;1090000;3;103,74;11476;28/01/2014;10.507
Sudoeste ;SQSW 100 BLOCO A ;1090000;3;105;14009;27/01/2014;10.381
Asa Norte ;SQN 108 BLOCO J -ACEITO CASA NO PARK WAY-;1090000;3;130;9909;24/01/2014;8.385
Asa Norte ;SQN 108 BLOCO J -VAZADO, ACEITO PROPOSTA-;1090000;3;130;9909;24/01/2014;8.385
Asa Norte ;SQN 115 ACEITA TROCA POR APTO. DE MENOR VALOR!!!!;1090000;3;125;10869;23/01/2014;8.720
Asa Norte ;SQN 115 ;1090000;3;125;7357;23/01/2014;8.720
Asa Sul ;SQS 306 BLOCO F BEL?SSIMO;1090000;3;140;12161;13/01/2014;7.786
Asa Norte ;SQN 305 ;1090000;3;117;7550;08/01/2014;9.316
Asa Norte ;SQN 308 BLOCO B ;1090000;3;124;20162;05/01/2014;8.790
Asa Norte ;SQN 305 RES. GENERAL ROSA;1090000;3;103;19811;02/01/2014;10.583
Sudoeste ;SQSW 105 VIA LISBOA - REFORMADO E DE CANTO;1090000;3;104;4996;26/12/2013;10.481
Noroeste ;SQNW SQNW 109 BLOCO H, RESERVA PARQUE NOROESTE...;1090000;3;108,53;7660;20/12/2013;10.043
Noroeste ;SQNW 311 FEROLA VENDE OPORTUNIDADE 9126-9022;1090000;3;126;11476;19/12/2013;8.651
Noroeste ;SQNW 309 04 QUARTOS PRONTOS RIVIERA;1090000;4;114,1;15343;14/01/2014;9.553
Asa Norte ;SQN 109 AC IM?VEL MENOR VALOR NA ASA NORTE, AC FINANCIAMENTO.;1095000;3;115;9451;29/01/2014;9.522
Noroeste ;SQNW 309 BLOCO H ;1095249,4;3;100,31;13725;30/01/2014;10.919
Noroeste ;SQNW 309 RIVIERA NOROESTE: MELHOR CUSTO BENEFICIO;1096000;4;119;14688;03/01/2014;9.210
Noroeste ;SQNW 309 -4 QTOS PRONTO C/DCE -4? ANDAR - NASCENTE -2VGS;1096260;4;119;16237;29/01/2014;9.212
Noroeste ;SQNW APROVEITE-4QTOS PELO PRE?O DE 3QTO- EM AT? 120 MESES DIR;1096261,2;4;114,1;10069;13/01/2014;9.608
Noroeste ;SQNW 309 BLOCO I OPORTUNIDADE! 4? ANDAR. PRONTO! ?TIMA PLANTA;1096261,2;4;114,1;14095;29/01/2014;9.608
Noroeste ;SQNW * RIVIERA NOROESTE * 4O. ANDAR  PRONTO 4 QTOS  ULTIMA CH;1096261,83;4;119,05;15034;05/01/2014;9.208
Noroeste ;SQNW 4QTS-MELHOR CUSTO BENEFICIO-4QTS,PELO PRE?O DE 3;1097000;4;114,1;10069;13/01/2014;9.614
Asa Norte ;SQN 305 NA MELHOR LOCALIZA??O, NO MELHOR PR?DIO!;1100000;3;103;17001;29/01/2014;10.680
Asa Sul ;SQS 116 BEL?SSIMO!;1100000;2;99;17001;29/01/2014;11.111
Asa Sul ;SQS 113 ;1100000;2;104;17001;29/01/2014;10.577
Sudoeste ;SQSW 306 - NASCENTE, CANTO, AC.(-) VALOR!!!;1100000;3;112;7421;29/01/2014;9.821
Asa Norte ;SQN 203 ;1100000;3;98;7925;29/01/2014;11.224
Asa Norte ;SQN 308 ;1100000;3;127;8793;29/01/2014;8.661
Asa Norte ;SQN 212 BLOCO B ;1100000;3;97;11127;29/01/2014;11.340
Asa Norte ;SQN 115 EXCELENTE E BEM AMPLO...;1100000;3;122;7107;29/01/2014;9.016
Asa Sul ;SQS 102 EXCELENTE LOCALIZA??O...;1100000;3;110;7107;29/01/2014;10.000
Asa Sul ;SQS 106 BLOCO B OPORTUNIDADE! ACEITA PROPOSTA.;1100000;4;174;19135;29/01/2014;6.322
Asa Sul ;SQS 102 OTIMO APTO - 8156-8764;1100000;3;119;12180;29/01/2014;9.244
Asa Sul ;SQS 106 APARTAMENTO E PR?DIO REFORMADOS.  8121-5427.;1100000;3;155;19420;29/01/2014;7.097
Asa Sul ;SQS 102 GARAGEM,120M?, ANDAR ALTO.  8121-5427 .;1100000;3;120;19420;29/01/2014;9.167
Asa Sul ;SQS 113 REFORMADO;1100000;2;110;10584;29/01/2014;10.000
Asa Norte ;SQN 108 4? ANDAR  REFORMADO  VAZADO;1100000;3;125;10584;29/01/2014;8.800
Sudoeste ;SQSW 105 NASCENTE;1100000;3;108;10815;29/01/2014;10.185
Asa Norte ;SQN 308 ;1100000;3;122,48;20615;29/01/2014;8.981
Asa Norte ;SQN 305 NA MELHOR LOCALIZA??O, NO MELHOR PR?DIO!;1100000;3;103;17001;28/01/2014;10.680
Asa Sul ;SQS 116 BEL?SSIMO!;1100000;2;99;17001;28/01/2014;11.111
Asa Sul ;SQS 113 ;1100000;2;104;17001;28/01/2014;10.577
Asa Sul ;SQS 106 NASCENTE, VAZADO, V. LIVRE, DE CANTO, DESOCUPADO;1100000;3;168;10491;28/01/2014;6.548
Noroeste ;SQNW 109 BLOCO H RESERVA PARQUE NOROESTE;1100000;3;115;16381;28/01/2014;9.565
Sudoeste ;SQSW 306 FEROLA LINDO EXCLUSIVO 9126-9022;1100000;3;107;11476;28/01/2014;10.280
Noroeste ;SQNW EDIF RESID RESERVA PARQUE/CANTO/COM VISTA;1100000;3;115,03;15045;28/01/2014;9.563
Asa Sul ;SQS 305 ORIGINAL PARA REFORMA!!!!!!!;1100000;3;148;11983;28/01/2014;7.432
Asa Norte ;SQN 303 REFORMADO, CANTO, V. LIVRE, MEIO DE QUADRA;1100000;3;110;11983;28/01/2014;10.000
Sudoeste ;SQSW 306 OPORTUNIDADE!!! REFORMADO;1100000;3;107;11983;28/01/2014;10.280
Sudoeste ;SQSW 104 CANTO!! ANDAR ALTO!!!;1100000;3;100;11983;28/01/2014;11.000
Sudoeste ;SQSW 303 OPORTUNIDADE!! CANTO!! ANDAR ALTO!!;1100000;3;126;11983;28/01/2014;8.730
Asa Sul ;SQS 113 NASCENTE, VISTA LIVRE, APT AMPLO;1100000;2;110;11983;28/01/2014;10.000
Asa Sul ;SQS 106 NASCENTE, REFORMADO, VAZADO, VISTA LIVRE;1100000;3;161;11983;28/01/2014;6.832
Asa Sul ;SQS 305 DE CANTO, SALA ENORME!!! NASCENTE, VISTA LIVRE;1100000;3;135;11983;28/01/2014;8.148
Asa Sul ;SQS 302 REFORMADO, SU?TE, VISTA LIVRE;1100000;3;115;11983;28/01/2014;9.565
Asa Norte ;SQN 112 * VAZADO * 137M? * GARAGEM * 61 8555-7003;1100000;3;137;5915;28/01/2014;8.029
Asa Norte ;SQN 209 (02)EXCELENTE LOCALIZA??O;1100000;3;140;16711;27/01/2014;7.857
Asa Sul ;SQS 116 APARTAMENTO REFORMAD?SSIMO;1100000;2;99;12268;27/01/2014;11.111
Asa Sul ;SQS 304 ACEITA TROCA POR CASA NO LAGO SUL;1100000;3;107;19812;27/01/2014;10.280
Asa Norte ;SQN 203 ;1100000;3;95;7925;27/01/2014;11.579
Asa Norte ;SQN 112 LANCE A SUA PROPOSTA! VISTA LIVRE, ALTO!;1100000;3;137;11019;26/01/2014;8.029
Asa Sul ;TRECHO SCES TRECHO 01 BRISAS DO LAGO! AGENDE SUA VISITA 9144-;1100000;2;97;16964;25/01/2014;11.340
Asa Norte ;SETOR SHTN BRISAS DO LAGO! AGENDE SUA VISITA 9144-7676;1100000;2;97;16964;24/01/2014;11.340
Asa Sul ;SQS 207 BLOCO J APENAS R$ 1.100.000,00;1100000;2;115;13141;24/01/2014;9.565
Asa Sul ;SQS 302 :: SQS 302 - REFORMADO, ANDAR ALTO, VAZADO, GARAGEM!;1100000;3;115;11763;24/01/2014;9.565
Sudoeste ;SQSW 301 PODE SER REVERS?VEL PARA 3 QTOS;1100000;2;95;15089;23/01/2014;11.579
Sudoeste ;SQSW 301 ;1100000;3;95;15089;23/01/2014;11.579
Asa Sul ;SQS 105 BLOCO F ACEITA PROPOSTA *61.84533159;1100000;3;139;2267;22/01/2014;7.914
Asa Norte ;SQN 305 ;1100000;3;114;7925;22/01/2014;9.649
Asa Sul ;SQS 107 DE CANTO;1100000;3;120;358;22/01/2014;9.167
Asa Norte ;SQN 110 VENDIDO!!!;1100000;3;127;7550;21/01/2014;8.661
Asa Sul ;SQS 305 ;1100000;3;155;2146;21/01/2014;7.097
Asa Sul ;SQS 106 - DESOCUPADO - 176M? - ACEITA IM?VEL;1100000;3;176;13933;21/01/2014;6.250
Asa Norte ;SQN 206 EXCELENTE APARTAMENTO REFORMADO DE CANTO.;1100000;3;120;10075;20/01/2014;9.167
Asa Norte ;SQN 203 ;1100000;3;97;7925;20/01/2014;11.340
Asa Norte ;SQN 110 ;1100000;3;116;5179;20/01/2014;9.483
Asa Norte ;SQN 212 * NASCENTE* VISTA LIVRE * 2 VGS GARAGENS * LINDO**;1100000;3;97;13880;19/01/2014;11.340
Noroeste ;SQNW 309 PRONTO - 3? ANDAR - QUITADO - AC. FINANCIAMENTO;1100000;3;127;7421;17/01/2014;8.661
Noroeste ;SQNW 309 3? ANDAR - QUITADO - AC. FINANCIAMENTO;1100000;4;127;7421;17/01/2014;8.661
Asa Sul ;SQS 102 ;1100000;3;120;12268;17/01/2014;9.167
Asa Sul ;SQS 107 * NASCENTE * AMPLO * 8555-7003;1100000;3;140;5915;17/01/2014;7.857
Asa Norte ;SETOR SHTN ILHAS DO LAGO - MELHOR APARTAMENTO 3 ANDAR;1100000;2;74;16964;16/01/2014;14.865
Asa Sul ;SQS 113 BLOCO D ;1100000;3;120;9709;16/01/2014;9.167
Asa Norte ;SQN 115 REFORMADO!! 125M?,  VAZADO,  NASCENTE.;1100000;3;125;8247;16/01/2014;8.800
Sudoeste ;SQSW 104 BLOCO F - 3 QUARTOS C/CLUBE NA COBERTURA;1100000;3;110;9369;15/01/2014;10.000
Asa Norte ;SQN 215 -A VAGA DE GARAGEM ? EXCEPCIONAL;1100000;3;128,4;10122;14/01/2014;8.567
Asa Sul ;SQS 302 TODO REFORMADO COM ARM?RIOS NA COZINHA.;1100000;3;115;10075;14/01/2014;9.565
Asa Sul ;SQS 106 MARAVILHOSO APARTAMENTO EM QUADRA NOBRE.;1100000;3;161;10075;14/01/2014;6.832
Sudoeste ;SQSW 102 ;1100000;4;120;5006;13/01/2014;9.167
Asa Sul ;SQS 102 ?TIMA LOCALIZA??O!!!03 QTOS, STE, DCE, GARAGEM...;1100000;3;115;3889;13/01/2014;9.565
Asa Norte ;SQN 308 - NASCENTE - VAZADO;1100000;3;123;9615;13/01/2014;8.943
Asa Norte ;SQN 112 ;1100000;3;137;20221;13/01/2014;8.029
Asa Sul ;SQS 312 REFORMADO ! COBERTURA COLETIVA COM PISCINA !1;1100000;3;97;7037;12/01/2014;11.340
Asa Sul ;SQS 310 BLOCO B ;1100000;3;118;1980;10/01/2014;9.322
Sudoeste ;SQSW 305 BLOCO G DMARTINI - NASCENTE - VISTA LIVRE - DESOCUPA;1100000;3;104;14034;09/01/2014;10.577
Asa Norte ;SQN 303 ;1100000;3;108;12268;09/01/2014;10.185
Asa Sul ;SQS 302 03 QTOS NA ASA SUL, ELEV, GAR, STE, DCE - RWF;1100000;3;130;8066;08/01/2014;8.462
Sudoeste ;SQSW 101 BLOCO G ;1100000;3;96;6947;08/01/2014;11.458
Asa Norte ;SQN 206 03 QTOS NA ASA NORTE, DCE, STE, GAR. RWF;1100000;3;120;8066;07/01/2014;9.167
Sudoeste ;SQSW 302 REFORMAD?SSIMO, CONSULTORIA COMPLETA!!!;1100000;3;99;9025;07/01/2014;11.111
Asa Sul ;SQS 213 ;1100000;3;120;9807;07/01/2014;9.167
Asa Sul ;SQS 106 BLOCO C - REFORMADO -  ON?SIA - 8143-6606;1100000;3;161;8736;07/01/2014;6.832
Asa Sul ;SQS 313 VAZADO - 119M?;1100000;3;119;9572;06/01/2014;9.244
Asa Sul ;SQS 307 LINDO APARTAMENTO, NASCENTE, VISTA LIVRE;1100000;3;154;15971;03/01/2014;7.143
Asa Sul ;SQS 102 VISTA LIVRE / 8301-7361;1100000;3;115;12180;03/01/2014;9.565
Asa Norte ;SQN 305 ;1100000;3;117;5179;03/01/2014;9.402
Asa Norte ;SQN 303 VISTA LIVRE/LINDA REFORMA!BLOCO REFORMADO;1100000;3;110;11019;02/01/2014;10.000
Asa Sul ;SQS 108 BLOCO F APARTAMENTO REFORMADO;1100000;3;141;1691;02/01/2014;7.801
Asa Norte ;SQN 104 ;1100000;3;82;6809;02/01/2014;13.415
Asa Norte ;SQN 315 6? ANDAR ACEITA APTO DE 02 QTOS;1100000;3;120;7717;27/12/2013;9.167
Asa Norte ;SQN 211 BLOCO C /CANTO, VISTA LIVRE-IMPERD?VEL!!!;1100000;3;117,6;20339;24/12/2013;9.354
Asa Sul ;SQS 306 ;1100000;3;154;3699;23/12/2013;7.143
Asa Sul ;SQS 204 ?TIMO APTO EM QUADRA NOBRE! 3047-7878 / 8208-0928;1100000;3;90,28;10588;18/12/2013;12.184
Asa Sul ;SQS 106 TOTALMENTE ORIGINAL!;1100000;3;154;7174;18/12/2013;7.143
Asa Norte ;SQN 214 VISTA LIVRE PARA O LAGO/ 8595-2022;1100000;3;105;12180;16/12/2013;10.476
Asa Norte ;SQN 307 REFORMADO ?TIMA LOCALIZA??O 8125-8765;1100000;3;122;12180;16/12/2013;9.016
Sudoeste ;SQSW 302 ;1100000;3;99;12268;16/12/2013;11.111
Asa Norte ;SQN 315 BLOCO K EXCELENTE, ?TIMA OPORTUNIDADE;1100000;3;135;13521;14/12/2013;8.148
Asa Norte ;SQN 305 BLOCO L ;1100000;3;114;5386;12/12/2013;9.649
Asa Norte ;SQN 116 IMPERD?VEL 03 QTS STE REFORMADO EXCTE PRE?O R$$;1100000;3;127;7037;10/12/2013;8.661
Asa Sul ;SQS 302 BLOCO A ;1100000;3;110;3452;10/12/2013;10.000
Asa Norte ;SQN 308 - REFORMADO!!!;1100000;3;127;15594;10/12/2013;8.661
Asa Norte ;SQN 211 ;1100000;3;108;12268;09/12/2013;10.185
Asa Sul ;SQS 107 IMPERD?VEL! 03 QTOS(STE)DCE QUADRA NOBRE EXCTE PRE?O;1100000;3;120;7037;06/12/2013;9.167
Noroeste ;SQNW ;1100000;3;126;17969;05/12/2013;8.730
Asa Norte ;SQN 305 BLOCO H ;1100000;3;113;7967;02/12/2013;9.735
Noroeste ;SQNW 110 BLOCO D ;1100000;3;95,77;18986;12/12/2013;11.486
Noroeste ;SQNW 111 ;1100000;3;116;7550;29/12/2013;9.483
Noroeste ;SQNW 109 RESERVA PARQUE  NOROESTE TR. 85600053/81604020;1100000;3;108;20363;21/01/2014;10.185
Asa Sul ;TRECHO SCES TRECHO 04 BRISAS DO LAGO BL E - FRENTE LAGO;1100000;1;66;11924;28/01/2014;16.667
Noroeste ;SQNW 109 BLOCO H RESERVA PARQUE NOROESTE;1105605;3;108,53;14522;29/01/2014;10.187
Noroeste ;SQNW 311 IMPERD?VE! PRONTO ! 03 QTS(STE) RESERVA EXCTE PRE?O;1109000;3;126;7037;27/01/2014;8.802
Asa Norte ;SQN 211 NASCENTE, REFORMA DE LUXO, ANDAR ALTO;1110000;3;108;7550;21/01/2014;10.278
Sudoeste ;SQSW 105 LONDRES - VISTA LIVRE - 2 VAGAS SOLTAS;1110000;3;107;12804;20/01/2014;10.374
Noroeste ;SQNW 3 QTOS SALA AMPLIADA;1110245;3;119,05;13779;29/01/2014;9.326
Noroeste ;SQNW 109 BLOCO A REAL EVOLUTION MUDE EM 2013 - 4? ANDAR C/2 V;1115000;3;105,67;14688;30/12/2013;10.552
Asa Norte ;SQN 313 IMPERD?VEL 03 QTS  REFORMADO EXCTE PRE?O R$$;1115000;3;119;7037;10/12/2013;9.370
Asa Norte ;SQN 108 * VAZADO - VISTA LIVRE MEIO DE QUADRA *;1120000;3;125;17074;27/01/2014;8.960
Asa Sul ;SQS 313 LINDO SUPER ESPA?OSO- PREDIO REVITALIZADO;1120000;3;119;18213;17/01/2014;9.412
Asa Sul ;SQS 210 RARIDADE LINDO 4 QUARTOS COM VISTA PARA O LAGO!!;1120000;4;130;10483;14/01/2014;8.615
Asa Norte ;SQN 213 RARIDADE;1120000;3;106;3832;02/01/2014;10.566
Asa Norte ;SQN 303 CANTO ! LINDA VISTA PR?DIO REFORMADO !;1120000;3;109;7037;16/12/2013;10.275
Asa Norte ;SQN 305 ;1120000;3;115;7550;08/12/2013;9.739
Asa Norte ;SQN 203 NASCENTE, REFORMADO, VAZADO, VISTA LIVRE;1125000;4;122;11983;28/01/2014;9.221
Asa Norte ;SQN 203 NASCENTE REFORMADO 04 QTOS DCE PR?DIO NOVO !!;1125000;4;120;7037;12/01/2014;9.375
Asa Norte ;SQN 305 PR?DIO REFORMADO- APTO 115 M?;1125000;3;115;7550;29/12/2013;9.783
Noroeste ;SQNW 309 REGENT RESIDENCIAL! 9949-0121;1130000;3;127;11476;29/01/2014;8.898
Asa Sul ;SQS 311 OPORTUNIDADE UNICA! NASCENTE, ALTO E REFORMADO.;1130000;3;110;12135;28/01/2014;10.273
Asa Norte ;SQN 214 NASCENTE,SUPER REFORMADO, 02 VAGAS, V. LIVRE P\ O PAR;1130000;3;102;11983;28/01/2014;11.078
Asa Norte ;SQN 205 IMPERD?VEL 03 QTS STE REFORMADO EXCTE PRE?O R$$;1130000;3;145;7037;20/01/2014;7.793
Noroeste ;SQNW 309 EXCLUSIVIDADE!!!- REGENT RESIDENCIAL 9988-0999;1130000;3;127;11476;13/01/2014;8.898
Asa Norte ;SQN 108 BLOCO G 03 QTOS NA ASA NORTE, GAR, ELEV  RWF;1130000;3;124;8066;07/01/2014;9.113
Asa Norte ;SQN 308 ACEITO APTO 3 QTOS QDS 100/200/300 - VALOR A.NORTE;1130000;3;127;11018;20/12/2013;8.898
Noroeste ;SQNW RESIDENCIAL VIVERDE- PRONTO.-PRONTO;1132010;3;95,42;14522;29/01/2014;11.863
Noroeste ;SQNW 109- REAL EVOLUTION/4? ANDAR/2 VAGAS SOLTA;1132138;3;107,32;10803;09/01/2014;10.549
Noroeste ;SQNW 109 BLOCO A REAL EVOLUTION ?TIMO PADR?O DE ACABAMENTO 5?;1135000;3;105,67;14688;30/12/2013;10.741
Noroeste ;SQNW 311 BLOCO A ;1137000;3;126;9500;29/01/2014;9.024
Noroeste ;SQNW 311 RESERVA. PRONTO PARA MORAR!!!;1140000;3;126,74;14700;27/01/2014;8.995
Asa Norte ;SQN 310 - NO MELHOR PR?DIO DA QUADRA!!!;1140000;4;114;15594;15/01/2014;10.000
Asa Norte ;SQN 310 - NO MELHOR PR?DIO DA QUADRA!!!;1140000;3;114;15594;30/12/2013;10.000
Asa Sul ;SQS 112 ;1140000;3;135;20162;27/12/2013;8.444
Asa Norte ;SQN 112 REFORMAD?SSIMO!!! 9801-1274;1140000;3;138;180;25/12/2013;8.261
Asa Norte ;SQN 112 MUITO BOM!!!;1140000;3;120;18066;17/12/2013;9.500
Noroeste ;SQNW 309 BLOCO H PIGOT;1140000;3;127,24;19176;22/01/2014;8.959
Noroeste ;SQNW 309 BLOCO G RESIDENCIAL REGENT;1143000;3;127;5928;14/01/2014;9.000
Asa Sul ;SQS 208 BLOCO K EXCELENTE OPORTUNIDADE;1145000;3;125;18046;24/01/2014;9.160
Asa Norte ;SQN 112 BLOCO B ;1148000;3;137,01;1704;27/01/2014;8.379
Asa Sul ;SQS 313 SQS 313 - QUADRA NOBRE;1150000;3;119;17001;30/01/2014;9.664
Asa Sul ;SQS 112 ;1150000;3;135;17001;29/01/2014;8.519
Asa Norte ;SQN 313 ;1150000;3;173,87;8065;29/01/2014;6.614
Asa Sul ;SQS 105 FEROLA VENDE EXCLUSIVO P/REFORMA 9126-9022;1150000;3;142;11476;29/01/2014;8.099
Asa Norte ;SQN 112 ACEITA PROPOSTA;1150000;3;137;11991;29/01/2014;8.394
Asa Norte ;CONDOMINIO COMPLEXO ILHAS DO LAGO VISTA SHOW - 8156-8764;1150000;2;75;12180;29/01/2014;15.333
Asa Sul ;SQS 108 OPORTUNIDADE -  8408-4788;1150000;3;160;19420;29/01/2014;7.188
Asa Norte ;SQN 305 BLOCO D ;1150000;3;103;8059;29/01/2014;11.165
Asa Norte ;SQN 112 2 SU?TES, REFORMADISSIMO;1150000;3;137;10584;29/01/2014;8.394
Asa Norte ;SQN 112 MARAVILHOSO,NASCENTE,VISTA LIVRE 8633-4369;1150000;4;131;11476;29/01/2014;8.779
Noroeste ;SQNW 108 BLOCO A RESERVA ESPECIAL ENTREGA EM MAR?O;1150000;3;127;16381;29/01/2014;9.055
Asa Sul ;SQS 112 ;1150000;3;135;17001;28/01/2014;8.519
Asa Norte ;SQN 104 VISTA LIVRE * FA?A SUA PROPOSTA*;1150000;3;117;14564;28/01/2014;9.829
Noroeste ;SQNW 309- MORE NO NOROESTE AGORA! 9144-7676;1150000;2;141;16964;28/01/2014;8.156
Sudoeste ;SQSW 102 APARTAMENTO LINDO!!! 9126-9022;1150000;4;120;11476;28/01/2014;9.583
Sudoeste ;SQSW 305 LINDO , REFORMADISSIMO;1150000;3;120;11397;28/01/2014;9.583
Asa Norte ;SQN 314 EXCELENTE LOCALIZA??O - 8121-5427 -;1150000;4;140;19420;28/01/2014;8.214
Sudoeste ;SQSW 303 EXCELENTE INVESTIMENTO  8121-5427;1150000;3;126;19420;28/01/2014;9.127
Asa Norte ;SQN 104 ANDAR ALTO, VISTA LIVRE;1150000;3;117;19420;28/01/2014;9.829
Asa Sul ;SQS 107 ;1150000;3;161;13880;28/01/2014;7.143
Sudoeste ;CCSW 02 ;1150000;1;94;12873;28/01/2014;12.234
Asa Norte ;SQN 112 EXCELENTE OPORTUNIDADE;1150000;3;137;6614;24/01/2014;8.394
